userName,content,score,sentimen
Infinix Note40,Cepat dan lancar jaya,4,positif
Abdur Rohman,Sangat membantu dalam proses pesan tiket KAI,4,positif
Siti Nasriatun,Saya sudah daftar member susah banget lanjut,4,negatif
ningsih zenary,sangat membantu,4,positif
Aditya Nugraha,Kebanyakan update..,4,negatif
Handoko Prasetyo,Memudahkan mencari jadwal kereta yg sesuai,4,positif
AJP CHANNEL,"Sebener SDH bagus ad ruang tunggu ,TPI kenapa udh kebuka mau transaksi pembayaran ngk bisa ,dan lucunya pas pilih kereta class exsekutif -luxsury bisa dbayar,,dan waktu terus berjalan dan kursi mulai berkurang",4,negatif
Fufu Nurfuad Fauziah,"Aplikasi ini mengalami perubahan semakin baik. Memudahkan dalam pencarian, lihat jadwal dan pesan tiket",4,positif
Raharjo bejo Bejo,"Mantap sekali, terimakasih KAi",4,positif
kripik dino,"eror bug trs 💔jadi susah mau pulkam ni anak rantau sedih tauuuuu.....bergandang gataunya apk kemk gini......mana besok kuliah gatau bergadang ku sia"".....tega bener KAI (tim lokal), edit: hallo ini aku ditahun 2025 Alhamdulillah kai sudah banyak pembenahan dan melalui sosmed juga sudah sering menginformasikan jika ada pembenahan baik dari aplikasi ataupun rute perjalanan nya, terimakasih kai sudah mau berbenah diri, maafin juga kalau kalimat aku yang atas sangat tidak sopan, luv💗",4,positif
Kirey Risma Permana Putri,Sering ada maintenance,4,negatif
Muhammad Alfin,mudah di gunakan. cuma Kadang suka eror saat melakukan transaksi pembayaran.,4,negatif
Eko Boedi,Mantab lah dgn aplikasi dari KAI,4,positif
Hening Eka,Dengan aplikasi ACCESS BY KAI memberikan kemudahan kita untuk menggunakan transportasi kereta api.,4,positif
Ahgnes 90,Tolong dong kembalikan lg seperti sedia kala. Masa g bisa pesen kursi sih.. Apaan kali. Masa harus rebutan kursi,4,negatif
Aini Fadhilah,mau login lupa pwd ko susah yaa..nggak dikasih padahal sudh daftr dan mau login lagi nope tidak ganti..hadoooooohhh piee kiiiii????,4,negatif
ida khamidah,"Udh berhari2 error ga bisa pilih stasiun tujuan dan st keberangkatan parah.aplikasi kok 2,7",4,negatif
Zu Marmie,Ini kenapa ya udah 2 hr tujuan surabaya jogja ga bisa pesen. Ada perbaikan infonya. Padahal coba dr aplikasi lain bisa huuuu,4,negatif
Tusriyanto Yanto,ga bisa akses k PT KAI,4,negatif
Satria Pinandita,"Kai mending pembayarannya gk usah ke kaspro deh, bikin repot",4,negatif
Anggita Anggraeni,Tolong diperbaiki lagi karena setiap mau melakukan pembayaran gagal terus😔,4,negatif
Poncomujiono Basuki,"cepat, nggak ribet, mantap",4,positif
Erix Dwipras,"Kenapa stasiun yang dituju tidak muncul dalam pendaftaran pencarian ,mohon diperbaiki sistemnya supaya tidak terjadi masalah bag",4,negatif
"Soeparman Wartasaputra,S.H.","Bagus and effisien,trims KAI...!",4,positif
soebardono suparno,baru mau coba ber inter aktiv dgn KAI,4,positif
Riska Setiawan,"Tolong kembalikan versi lama, karena tampilan nya bagus daripada yg sekarang ribet",4,negatif
Eca Mei,"Mohon maaf admin, kenapa kebijakan skrg gak bisa pilih kursi, kasian anak anak, lansia harus berdiri karna gak kebagian kursi.. sedangkan kita pengguna aplikasi booking dari jauh jauh hari supaya nyaman dapat tempat duduk.. ini khusus stasiun merak-rangkas Bitung.. semoga balik lagi ke pengaturan awal yg bisa pilih kursi..",4,negatif
Much Lorex,Good,4,positif
Yoga,mantap,4,positif
Tuti Suhani,"cukup memudahkan but it's difficult dari sistem pembayaran. honestly, jadi kehabisan tiket huhu...",4,negatif
Fiona Auberta,"App nya kalo top up mbo ya saldone ojo kesuen mlebune lah, meh pesen makan timeout mulu, meh bayar ovo loading e suwi, bar top up malah ra mlebu2. Selak kenyang kak 🥲",4,negatif
bahtiar muarif,aplikasi keluar terus.,4,negatif
Irwan Sujana,Proses cepat Dg adanya Access KAI,4,positif
Nasrudin Udin,Ribet ah,4,negatif
TRI WAHYUNI,Bagus,4,positif
Endah Pratiwi,memudahkan untuk memesan tiket,4,positif
Dhini Rindhiani,Memudahkan sekal ❤️❤️,4,positif
Nur Aini Qolbu Hasanah,"saya 2 kali pesen tiket online sudah terbayar, ada bukti nya juga tapi diapk tiketnya belum terbayar sampai akhirnya waktunya habis dan hangus. saran juga kalo bisa diapk ada menu untuk pesan makan trus bisa diantar sarann aja",4,negatif
sutrisno april,Tolong kalau war tiket lebaran jangan error lah pas payment.,4,negatif
Supri eneos,"Knpa setelah di update tidak bisa di buka yah apk nya,,,,mohon bantuan nya",4,negatif
Pengguna Google,Bagus,4,positif
ary putranda,min kenapa aplikasi kai access premium sudah top up saldo malah munculnya kas pro ga bisa di aktifasi?,4,negatif
Briyan abdi santoso,Data kadang susah buat login ya,4,negatif
Adam Hans iriano,"Harus ditingkatkan lagi terkait Live Tracking nya disemua perjalanan, soalnya kadang ada kadang enggak",4,negatif
najib blade,Andaikan semua pelayananya seperti para petugas kai....indonesia jadi negara ternyaman..,4,positif
Puri Chatin,Mudah2an kapan2 bisa naik kereta api,4,positif
Hendra Muhammad,Bagus,4,positif
Zack zone,SARAN UNTUK KAI AGAR MEMBERIKAN INFO RUTE SETIAP PERJALANAN KERETA DI APLIKASI KAI ACCES DAN DI UPDATE SETIAP SAAT KARENA ITU MEMPERMUDAH PENUMPANG UNTUK MEMBELI TIKET KERETA. Terima kasih,4,positif
Sadatun Maulana,"Makin jelek aja.. makin lelet,ribet. Buat yg bikin coba donk bandingin sama apk lain,yg lain tuh simpel.",4,negatif
Adell,"Mulai banyak kereta yg New Gen SS tapiii sayangnya gapeka 2025 kok lodaya malah makin pagi dr Bdg bukannya makin siang elahhh, apalagi kahuripan agak laen whyyy tengah mlm bgt dr Jogja!? 😭 Yg tadinya excited parah pengen nyobain semuanyaaa malah gapeka 2025 ngecewain :)",4,negatif
Rafasya Zhian Alfahrezi,Aplikasinya bagus tiket bisa dipesan 45 hari tapi tiketnya sedikit adanya jadi kalau mau mesan ka harus beberapa hari sebelum keberangkatan kalau mau ka nya lengkap,4,positif
Nanang Sinatrya,Tolonglah untuk pembayarannya dibikin mudah gitu. Misal bisa transfer bank langsung lewat virtual account. Biar gak ribet.,4,negatif
Novia Wulandari,"Semenjak di update malah gajelas ga muncul pilihan stasiunnya, lemot bgt",4,negatif
Dkris Kristyawanto,Menarik dan bermanfaat,4,positif
Vivin Pratiwi,"kreta arah lmg jam nya sedikit, minta tolong tmbh jamnya dong, trus kalo kreta ijo panas bnget kalo siang",4,negatif
father hood,Bagus,4,positif
Leni Widiawati,"Akhir akhir ini aplikasi tidak bisa di acces. Padahal sudah di update versi terbaru dan tidak ada gangguan pada sinyal. Yg nampak hanya gambar hitam, tidak bisa log in apalagi memesan tiket. Mohon bantuannya agar supaya masalah ini cepat di atasi. Terima kasih",4,negatif
Bgst Ndalgo,Pelayanan bagus,4,positif
Lita Azila,"Sejauh ini saya selalu puas menggunakan Acces by KAI. Pembelian tiket jadi lebih mudah, ditambah adanya fitur seperti pemilihan tempat duduk juga menurut saya sangat memuaskan. Hanya saja pembayaran dengan beberapa e-wallet cukup susah, apalagi untuk pembelian tiket lokal, karena tidak bisa terhubung. Mungkin juga bisa menjadi masukan untuk menambahkan fitur pengembalian tiket, sehingga untuk pengembaliannya tidak harus bolak-balik stasiun. Terima kasih.",4,positif
Endang Tarya,Ok bangat,4,positif
Herlina SagMag,Ok,4,positif
Sharol's Things,Smoga kedepannya ada keterangan di semua jadwal kereta itu gerbong Ekomoni biasa (kursi tegak 90°) atau gerbong new generation,4,positif
i d,"Aman ,belum pernah ada problem. Sangat membantu.",4,positif
Fi'i Diamput,Estimasi antri 7 menit actualnya sampe 1 jam,4,negatif
gontenk reddevils,🤭,4,positif
Adrian Allen Darmansyah,Good apk,4,positif
Tri Kusumawati,Baik,4,positif
Trisna Sanubari,Cukup membantu,4,positif
Sky Kap,akun aku tiba tiba hilang dan pas login sering elor pas mau buatlagih gabisa ngisi email elor Mulu tolong di perbaiki,4,negatif
lae sinombok,"Banyak bug nih aplikasi, saya bayar tiket KA Lokal pake OVO, transaksi sudah berhasil tp tiketnya gk muncul, aplikasi penipu nih! Tolong perbaiki Setelah bebera hari saldo ovo saya kembali, trims.",4,negatif
Dani Isnanto,"Mau bayar tiket pake ovo udah terhubung ke kai aces, pas dikirim pin munculnya ""terjadi kesalahan"" gitu terus gak ada keterangan kesalahan apaan harus gimana Cek ke ovo udah terhubung ke kai tapi gabisa hadehh",4,negatif
agus miswandi 93,Kenapa saya pesen tiket tapi tidak mendapatkan poin.....?,4,negatif
Irfan Djindang,"Aplikasi lumayan bagus untuk pemesanan tiket cuman kadang ngelag pas buka,, semoga ada perbaikan",4,positif
Bayu Aviandono,Jadwal kereta tepat waktu,4,positif
Jef Freeman,Perlu perbaikan,4,positif
Alex Pattiwael,semoga gak selalu down yaa servernyaa,4,positif
Hermansyah,"Tambahin Stasiun Lalang (LAG) min, sama otp menggunakan whatsapp",4,positif
Hopipah Tri Saputri,"Bagus, cuman GK bisa ngirim uang ke aplikasi lain",4,positif
Ia Asep,Bagus apk nya,4,positif
dewin holipah,"Kenapa mau login, lupa pasword selalu gagal yaa sekarangg",4,negatif
Yermia Eko Tjahjono,Ok siip,4,positif
Nana DarYana,"Aplikasi sudah bagus, hanya saran diberikan info untuk yang COMUTER LINE, dijadwal kereta itu di setiap stasiun diberi tahu peronya, agar penumpang tidak bingung saat naik. Dan jika terjadi permasalahan, diupdate di instagram atau aplikasi, keterlambatan datang dan sebagianya, agar penumpang KAI bisa menunggu dengan tenang.",4,positif
indah nuraeni,Oke,4,positif
Erisa Mahmudah,Jam sampai sering tidak tepat / molor dr jam yang tertera di aplikasi.,4,negatif
Usep Maulana,"Setelah update siang ini, aplikasi tidak bisa di buka",4,negatif
Mutiara Vinanda,diketerangan 15 menit dana baru masuk ketika akan topup tapi sering banget hampir 1 jam dana belum masuk masuk hmmmm jadingga bisa gercep buat pesen tiket,4,negatif
Mamik Giyarti,Saya puas untuk pelayanan dari karyawan yg mau melayani ketidak tahuan saya,4,positif
MUKTI BANTEN,Alhamdulillah,4,positif
ismail sidik permana,"Sangat membantu, lebih gampang digunakan. Masukannya : akan sangat membantu jika ditambah fitur live tracking rute",4,positif
Asep Permana,"Untuk keseluruhan hampir mudah di gunakan, tapi satu yang perlu diperhatikan, sistem pembatalan itu jangan nunggu 30-45 hari kerja yaa, kelamaan, paling telat juga 2X24JAM , Beda dengan Traveloka Agoda dll meski cuma 10 menit , mohon untuk di perhatikan",4,positif
Black Rhino,Sayang gak ada diskon untuk pembelian tiket buat pekerja swasta,4,positif
Willy Hartono,Cukup baik,4,positif
Eka Karlina,"Untuk pesen tiket udah oke, cuma saya kecewanya topup saldo kaipay tapi ngga masuk masuk sudah 4 hari. Udah komplen lewat dm, email tapi belum jelas itu saldo kaipay juga belum bertambah. Tolong lah min di perbaiki lagi, dan untuk pembayaran e waletnya jga, jangan cuma 2 aja, mana dua duanya aplikasi yg ratingnya kurang bagus🤦🏼‍♀️ Saya perbaiki bintangnya kalo saldo yang saya topup udah berhasil kembali ke saldo kaipay.",4,negatif
Andrey Krapatony,Kenapa aplikasiNy terlalu bNyak update sekarang,4,negatif
Zefanya Satriya Utama Gultom,Link ajanya ga ada di opsi e wallet,4,negatif
Jko twins,Aplikasi cukup membantu... Namun saya masih menemukan kendala ketika dihubungkan dengan ovo... Untuk pembayaran tidak bisa dan loading terus... Padahal di aplikasi ovo sudah terhubung...,4,negatif
Edi Slamet (Diza Setiawan),"[update] +2 ⭐ untuk pelayanan yang makin baik. Applikasi jangan sering2 update yang sepele. Terlalu sering update juga cukup mengganggu saat mau pakai app. kalau bisa opsi update bisa ditunda, jadi tidak harus langsung update",4,positif
MDM Studio12,Bagus,4,positif
Nipan Nipan,Oke,4,positif
Farisa Na,Jelek bgt habis di update,4,negatif
ida amalia,Kenapa ya skg live tracking perjalanannya sering ga bisa dilihat??,4,positif
setyo wibowo,Sangat memuaskan,4,positif
Yugo Winarko,"Sudah terbiasa menggunakan aplikasi ini dan sangat bermanfaat, hanya sy msh menggunakan perangkat dgn os android 7 jd tdk kompetibel dgn aplikasi terbaru, mohon updatean terbaru dpt mengakomodir os android yg msh lawas. Terima kasih",4,positif
Eko Trisdianto,"Aplikasi Sudah bagus nih, tetapi pas udah saya simpan total penumpang, tanggal, kursi + tujuan dan nominal yg dibayar udah muncul. Kenapa saat pembayaran menggunakan Qris selalu RTO? Akhirnya ga jadi dapat tiket. Kejadian sudah berkali-kali",4,positif
tuti tuti,Kereta api.. Mantap,4,positif
TPA14PRO,Gas Ken mang,4,positif
Thofa Hd,Klo bisa mengikuti perkembangan jaman klo bisa verivikasi via WA,4,positif
Ibnaa Tii,bagus sangat membantu,4,positif
Emi Marchamah,Good system.,4,positif
Famili Usel44,bagus,4,positif
Ariek Listiawan,"Mempermudah mncari dan memesan tiket jd nggk prlu k stasiun lah,,, keseluruhan oke,,, cuma knapa d suruh update tp gk bs d buka lg,,,, kmaren sdh update skrg update lg...",4,positif
Muhammad Faris Sumitra,"Mau nanya ni, kok nama stasiun Kebasen gk ada disini, bukanya udah di resmikan sejak 18 Desember lalu sebagai stasiun yang melayani naik turun penumpang?",4,positif
Faizal Fajrullah,Fiturny masih banyak harus perbaikan,4,negatif
Mi Ming,Naik KAI nyaman,4,negatif
Kepo Musik,Sangat membantu,4,positif
Ace Gj00,"Emosi bgt, tiap mau pake di suruh update!!!",4,negatif
Turiman Boim,Ok,4,positif
Iyus Supriadi,Sangat membantu,4,positif
SETIO WIYONO,Mantap update nya,4,positif
Metty 31,Baik,4,positif
Murti Ningsih,Bagus,4,positif
Arbi Irvan Riyadi,"Sayang sekali kalo telat tidak naik gak bisa balik duidnya, tpiterbantu",4,positif
Erik Hasan,"Tolonglah jangan update"" muluu, lagi genting""nya mau pesan tiket malah disuruh update.. perasaan baru aja diupdate,",4,negatif
Adiansyah Dompu,"Kalau bisa dibuatkan mekanisme agar aplikasi ini bisa dibuka di lebih dari 1 perangkat untuk akun yang sama. Karena kalau 1 perangkat Off Battery, Masih bisa membuka lewat Perangkat lain. Masih ketinggalan zaman kli aplikasi hanya bisa dibuka di hanya 1 perangkat. Gak sesuai dgn kecepatan zaman... Yg lainnya? Menu dan Fitur Oke sekali. Jadi Sy kasih bintang 4 dulu",4,positif
Nabil Abdillah,Pesan railfood masih terkendala,4,negatif
Maslichatun Ariviani,Padahal baru update kemarin dan hari ini update lagi 😅 kasih bintang 4 dulu karena terkadang ada trouble saat melakukan pembayaran 🤧,4,negatif
Mokh koyi Mokh koyi,Terima kasih Pelayanan yang baik untuk cs stasiun pasar Turi Surabaya,4,positif
Rabas HaydAs,Pesan tiket KAI lewat aplikasi KAI asyik,4,positif
Anan Bastian,"Mohon bantuannya Kai Acces, saya udah top up lupa belum aktivasi tapi tombol aktivasi tidak ada jadi saldo tidak bisa digunakan karena belum ada pembuatan pin KAI pay..",4,negatif
apsaniah nurul123,Semoga gak lemot hp nya dan aplikasiny Buat nanti war tiket lebaran,4,positif
Milawati Mimi,"Menurutku yg sdh beberapa kali menggunakan apps ini utk reservasi pembelian tiket KA sdh cukup baik namun utk proses top up jgn kelamaan proses done nya kk...spy tdk ada kekuatiran tdk masuk uangnya..mohon ditingkatkan lagi pelayanan aplikasinya, spy dpt lebih baik dan dipercaya tks.",4,positif
Dela Aulia,"Sebenarnya kebantu banget sama aplikasi ini, karna aplikasi ini bisa lebih mudah beli tiket tanpa ke loketnya, akan tetapi knp ya jadwal kereta pandanwangi dll TDK sesuai yg ditertera, dan setiap buka aplikasi pada saat weekend itu sangat lemot bgt",4,negatif
Heni Yuniarti,"Kok skrg apk ini jd lemot kyk gini,,udah pilih kursi giliran mau byr muter aja sampai waktunya kadaluwarsa (pdhl sinyal wifi di rumah kenceng bgt ) Tolong diperbaiki lg sistemnya . Terima kasih .",4,negatif
Cucu Cahyana,"Yaaah... Baru download gara2 penasaran liat iklan pas di KA, udah bermasalah saja... Saya selalu dapet notif ""akun Anda belum diaktifkan, silakan cek email"" tapi emailnya entah dimana. Kontak CS sepertinya nggk 24 jam.. Duh! 😤",4,negatif
Eva Tri Sundari,Kadang suka eror,4,negatif
Muhammad adil maulana,Setelah update malah g bs dbuka.. hanya tampilan logo baru tapi gak gerak kmn2..,4,negatif
Frischa Mela Yunita,"Tolong diperbaiki lagi dong, kenapa connecting trainnya gabisa, saya butuh karna perjalanan jauh, kalo cari satu2 susah 🥺. Tolong baca dong miiiiiiin",4,negatif
Josia Harell Christonaya,"Terimakasih sudah mempermudah perjalanan saya dengan kereta api. Tapi minta tolong dong KAI, posisi kursi kereta (real time) disamain sama posisi kursi di pemesanan. Masak kursi nomor 1 di pemesanan itu dipaling depan, tapi pas dikeretanya kursi nomor 1 ada di paling belakang. Minta tolong yah PT. KAI. Terimakasih 🙏🙏🙏.",4,positif
MUHAMMAD USGAN,"Jelek icon aplikasinya admin, bagusan yg simple",4,negatif
Andika Asrakisarda,"Aplikasi yg terbaru blank putih tidak dpt dibuka,masih enak yg versi sblmnya",4,negatif
Anjar Yoga Prabowo,Kenapa setelah di update jadi error. Mohon pencerahannya dan perbaikannya. Terima kasih,4,negatif
Ana Sefiya Pratama,Mantap,4,positif
Rizaldi Faiz,Aplikasi sudah bagus namun untuk stabilitas aplikasi perlu ditingkatkan lagi karena pernah pengalaman saya akan mengganti jadwal kereta namun tidak bisa terus menerus.,4,positif
Siti Aisyah,Bagus cuma ada sering ada kendala jika isi saldo lumayan lama bisa masuk saldonya,4,positif
ELHAM toys65,Aplikasinya skrg gak jelass,4,negatif
Sahabat Faris,"saya mau menanyakannya kenapa tiket yg muncul harganya mahal2 padahal saya udh nungguin di jam 12 malem supaya dapet tiket yg murah, tiket yg murah selalu gak bisa di beli(habis)",4,negatif
Didi Jeh,Sepertinya tarif sudh tidak cocok di kantong 'Back to bus',4,negatif
Kris Sulanto,Good Jobs laaahhh,4,positif
Indra Noorfadillah,Good,4,positif
Agus Sapari,"Biaya ADM pada saat top up 10 rb hingga 50 rb terlalu besar, usulan utk di nol kan.",4,negatif
Miranda Ajah,Nyaman dan bersih tolong kereta subsidi nya di tambah,4,positif
Dita Putri,Udah di-update tpi penginstalannya lama bangett bjir😩😞,4,negatif
Stella Candel,"Pembayaran nya sering gagal, jadi saya tiap bayar harus download barcode nya dulu. pembayaran otomatis lewat spay dll selalu gagal",4,negatif
AMS Chanel,Sekarang lebih keren aplikasinya mantAp pokoknya....,4,positif
Zahra Warsono,"Kerennnn, kalo lg ada maintenance dikasih info jadi amannnn. Mantap KAI🫶🏻",4,positif
prihatnanto prihatnanto,Susah bener loginnya.... ternyata saat login masuk harus pake 62xxxxxxxx bukan 0xxxxxxxx,4,negatif
Topik ramones,Dimanapun ....tetap konsisten dengan tujuan n keputusan.,4,positif
Jefris Okdean,"KAI jangan gaet kaspro dah soal KAIpay sumpah buang-buang uang banget biaya adminnya gede banget. ga ada top up yg free admin, mending gaet shopeepay, astrapay, atau ovo.",4,negatif
Eko Irawan,Mantap,4,positif
Maulana Desta,"Jika update aplikasi, tolong untuk ditingkatkan kualitasnya, bukan diturunkan kualitasnya 🙏",4,negatif
Nur brian,Aplikasi bagus,4,positif
Siswanto Spi,Bagus sekali,4,positif
"Niken Dwi Rahmawati, S. Pd",Knp ya setelah diperbarui aplikasi kai saya tdk dapat dibuka dengan keterangan terdapat bug tunggu pengembang memperbaiki bug tersebut shg sy tdk bisa pesan tiket sampai sekarang padahal keseharian sy selalu pakai kereta tolong bantuanya...terima kasih,4,negatif
Yusnita Dwi R.,"Setelah saya update malah bermasalah. Tidak muncul tombol connecting trainnya. Saya mau perjalanan jauh jadi bingung krn ga ada opsi saran connecting train. Ga usah update data kalo menimbulkan masalah. So far sebelum update, baik-baik saja tidak pernah ada problem",4,negatif
Firmansyah Harahap,Ok,4,positif
Ardhan Febriansyah,"Cukup membantu dalam mencari informasi mengenai jadwal KA dan ketersediaan kursi Semoga kedepannya bisa ditambah fitur untuk mengetahui jenis kelamin dari penumpang, supaya tidak salah dalam memilih kursi",4,positif
Butterfly,"Terimakasih KAI yg telah berusaha memberikan kemudahan bagi penumpang, ada catatan untuk aplikasi ini. Karena perlu perbaikan di bagian metode pembayaran, saya ingin menghubungkan akun e-wallaet tapi gagal berkali kali, dari siang sampai malam, atas perhatian nya kami ucapkan banyak terima kasih",4,positif
Sigit aris setiawan,Sudah jauh lebih baik meski kadang suka muter2,4,positif
Haryanti Lannahari,Bagus,4,positif
El TamaYuri,"Sekarang udah mulai bagus, pemesanan lancar, semoga gak ada kendala lemot lagi. Tingkatkan lagi aja biar lebih nyaman order via kaiacces nya.",4,positif
irfan nurfatin,good,4,positif
Vani Hartini,Masih susah masuk aksesnya,4,negatif
Awaludin Hamzah,Aplikasi dah 3 hari ga bisa di buka di hp saya,4,negatif
Budi Gisyul,lebih mudah cari tiket,4,positif
inayah wulandari,Lumayan,4,positif
Nila Ulfi Rizky Khusnia,Good,4,positif
Ridwan Purnama,Nice,4,positif
Aji Nabawi,"Keretanya dingin banget jirrr naikin ngapa jadi 25°-26/27° gak kuat jirrrrrr, dah pake sweter ama jaket padahal",4,negatif
Novi Astutik,Kai gampang eror buka mau pesen tiket eror gk jelas. Tolong dbenahin karna pesan tiket kereta api lewat Kai sangat membantu saya bepergian.,4,negatif
Kim Hyeon Jung,"Ini gimana saya mau masuk ke akun saya yang lama tapi malah TIMEOUT mulu, mau ganti password juga susah, kode otp nya lama dikirim ke emailnya, setelah kode nya dimasukan malah TIMEOUT mulu ... Gimana sih kalo bikin aplikasi harus yang bisa memudahkan masyarakat, mendingan aplikasi yang dulu sebelum di update ... Tolong bugs nya diperbaiki lagii @PT.KAI",4,negatif
Darus Doy,Aku hanya pengguna keret api ekonomi lokal',4,positif
RanFer The Next,Versi baru... Pilihan usia : Lansia nya mana.??? Kok malah hilang.. Bagaimana ini KAI..??? Tolong diperhatikan biar lebih baik pelayanan nya,4,negatif
Silvira Aulia,"Min , kasih rute buat kereta lokal dan antar kota juga dong min. Biar jadi tau rutenya gituloh",4,positif
pepi kusnadi,Good,4,positif
Lu Tae,"Tolong doong, Madiun diberi rute kereta lokal ke Jombang Surabaya dan sebaliknya 🙏🙏",4,positif
Yogi Adam Pratama,Aplikasi mungkin dievaluasi lagi,4,positif
Muhammad Albar,"Akses buat verifikasi lama banget,,, knp ya",4,negatif
Jabrik Ganteng,"Sekarang harus android yg terbaru baru bisa donload aplikasi ini,yg hp nya jadul kasiann min ngadminn,tidak smwa orang itu mampu bli hp terbaru,",4,negatif
Hes Djalaludin Mohammed,Baik,4,positif
No Name,"Lumayan. Cuma kadang error, komplain dikacangin, bikin emosi. Ya, apa-apa yg buatan bumn seringnya kek gini.",4,positif
Arman Sutjipto,Mudah dan cepat,4,positif
satria bayu fajar,"1. Proses pembayaran tergolong lama dan ribet 2. Banyak fitur seperti railfood tidak bisa di akses Kalau udah di perbaiki,, mngkin bsa rubah bintang🙏",4,positif
abdull mukti,"Ini aplikasinya eror terus nih, di pembayaran eror dan to up saldo juga lama konfirmasinya",4,negatif
Jaenur Rochman,sangat membantu,4,positif
SUPRI YANTO,Untuk pemesanan tiket KAI agak rumit kurang simpel mohon dipermudah untuk aplikasinya acces KAI,4,negatif
Renggo Dijoyo,Terima kasih telah banyak membantu lansia,4,positif
Elis Budiman,"Awalnya bagus tpi ,lama lama tidak bisa di update dan tiba tiba tidak kompetibel dgn perangkat . Pdhal apk lain bisa dan baik baik saja",4,negatif
Denny Rachmadi,Ko Jadi lemottttttt,4,negatif
Munir Fotocopy,Ini gak Boongkan Saya mau Pulang ke jakarta hari Kamis,4,positif
Soemarno Sukses,Ok,4,positif
monica karena,min kok jadi engga bisa membatalkan pesanan ya,4,negatif
Rina Hungkul,Yaman,4,positif
Deni blitar,susah update,4,negatif
Abah Anwar,cukup memuaskan.,4,positif
Noli Dp,4 bintang karena masih kurang sedikit lg utk jadwal krl belum tuntas udah ga ada opsi klik selesai... masih gantung,4,positif
herman sabah,mantap,4,positif
Bapak Dede,Bagus,4,positif
Ervina Rosyidah,Terlalu ribet,4,negatif
Kusno Fitri,Ok good,4,positif
Elvira Rosalia,Ini kenapa semenjak habis updet kok ga bisa cek jadwal kereta yak.. padahal jaringan bagus 🥹,4,negatif
Wisnu Syawal28,Kakak tolong dong metode pembayaran nya di permudah,4,positif
Rayhan Yusuf,Baik,4,positif
Aan Oi,aplikasi nya parah..lemot sekali buat pesen tiket lokal..tidak bisa pesan tiket sampai pembayaran timeout terus.payah,4,negatif
Nasuhimentari@gmail.com Mentari,Keren,4,positif
Oppai Nime,Tolong dong untuk akses pembayaran tambahin ewallet dana biar gampang isi saldo,4,positif
Andi Julian,"Tolong servernya diupgrade, karna lambat banget, ini server apa kentank",4,negatif
Christina Regita Kumala Sari,"Masukkan saja, pada gerbong kereta tertentu untuk kelas ekonomi (contoh : pangandaran ekonomi gerbong 1 seat 11 & 10) ada bagian seat yang di peruntukan sebagai kursi prioritas, namun di aplikasi KAI tidak terdapat tanda khusus bahwa seat tsb sebagai kursi prioritas. Alangkah lebih baik jika di tambahkan info untuk seat yang merupakan prioritas sehingga akan lebih sesuai sasaran tujuan penggunaannya. Terima kasih",4,positif
kasep urono,Tidak bisa instal,4,negatif
Erik,"Sebaiknya untuk Kereta bandara, khususnya untuk yang ke YIA saat pembelian tiket dibuat bisa pilih kursi, dan ketika kursi sudah terisi penuh, ada notifikasi, mau tetap lanjut dengan opsi berdiri atau tidak jadi beli. Saya naik dari stasiun Wates, tanggal 26 Oktober 2024 jam 06.56 - 07.09 WIB bersama istri saya yang sedang hamil muda, terpaksa berdiri karena tidak mendapat kursi. Terima kasih. Semoga dapat dipertimbangkan dan ada perbaikan kedepannya.",4,positif
Hartini Setyowati,"Tapi setelah saya pesan tiket GK kena ,kenapa ya?",4,negatif
M. Zaqi,"Kadang error, udah bayar tapi tiket ga muncul",4,negatif
Prasmimiari Bogor,"Very good dalam pelayanannya, ramah, toilet bersih dll",4,positif
Akhmad Afandi,Good,4,positif
Kusdiman S. P,pembayaran dengan kartu kredit masih mengalami kesulitan,4,negatif
Muhammad Nizamudin Mahfud,"saran : jadwal reset pembelian tiket pukul 6 pagi saja, kasian mereka2 yg tiap hari begadang atau bangun malem buat beli tiket buat berangkat kerja keesokan harinya. Mohon maaf bila ada salah kata Terimkasih banyak",4,positif
Djoko Soerjono,"Tepat,cepat,ekonomis dan aman",4,positif
lenii Marlina,Lebih di tingkatkan lagi kedepannya,4,positif
Tia Luthfah,Apaan gabisa muncul pemilihan stasiun loading parah,4,negatif
Rida oktiana,Gimana cara nya kalau mengaktifkan kai acces dengan KTP yg sama tapi no hp dan email yg lama sudah tidak bisa di pakai ?,4,negatif
Yuli Astuti,"Transformasi yg sangat baik dan keamanan cukup baik,",4,positif
ahmad Mustofa,"Proses pembatalan tiket sudah konfirmasi,tapi pengembalian dana belum ditransfer, sampai tunggu lama. Tolong dong diperbaiki biar tidak lama menunggu pengembalian dana",4,negatif
Sri Rahayu,"sy mau daftar lg dg no baru tidak bisa krna ktp y sdh di pakai diakun lama yg sdh hangus no ya ,bisa di bantukh ?",4,negatif
ades jaya,Berikan service yg lebih baik lagi,4,positif
Dharma S,Good,4,positif
Bekti Purwanto,"Aplikasi yg bagus dan sangat membantu untuk pesan tiket KA,jd ga harus repot repot ke stasiun",4,positif
Mila Hardila,Fzeeii,4,positif
Ahmad Saripudin,Saya gak bisa download kai acces nya gagal harus di update terus,4,negatif
Annur Masnur,Sangat membantu dan menyenangkan,4,positif
Arvan Tama,"Mantaf cepat pelayanannya,,,",4,positif
Endang Sujana,Demi kenyamanan pengguna agar lebih di tingkatkan lagi,4,positif
